study_hours_per_week,attendance_rate,midterm_score,homework_avg_score,sleep_hours_per_night,time_on_social_media_min_per_day,gender,commute_time_minutes,has_part_time_job,favorite_music_genre,final_exam_score
22.0,0.71,79.0,59.0,7.5,224.0,0.0,25.0,0.0,calm,89.0
38.2,0.97,63.0,56.0,9.6,278.0,1.0,81.0,1.0,energetic,100.0
24.6,0.63,45.0,51.0,7.6,200.0,1.0,7.0,1.0,energetic,78.0
31.4,0.95,77.0,69.0,8.8,91.0,0.0,82.0,0.0,calm,100.0
32.8,0.77,52.0,41.0,4.2,183.0,0.0,34.0,1.0,energetic,85.0
19.3,0.63,82.0,45.0,9.7,194.0,0.0,52.0,0.0,energetic,84.0
14.7,0.6,77.0,52.0,4.4,256.0,0.0,41.0,0.0,energetic,81.0
23.6,0.74,64.0,48.0,5.2,36.0,1.0,43.0,0.0,energetic,92.0
25.8,0.78,45.0,63.0,7.4,237.0,1.0,78.0,0.0,energetic,81.0
35.5,0.65,78.0,62.0,6.1,30.0,1.0,32.0,0.0,energetic,100.0
35.7,0.74,78.0,53.0,6.9,45.0,0.0,6.0,1.0,energetic,100.0
17.7,0.69,54.0,58.0,6.9,240.0,1.0,76.0,1.0,energetic,82.0
27.0,0.75,80.0,63.0,4.1,38.0,0.0,28.0,1.0,calm,100.0
31.9,0.82,43.0,40.0,7.6,209.0,0.0,73.0,0.0,calm,85.0
30.4,0.91,47.0,39.0,8.1,169.0,1.0,13.0,0.0,energetic,92.0
36.2,1.381836095353731,86.0,71.0,4.2,85.0,1.0,25.0,1.0,energetic,100.0
15.6,0.63,63.0,58.0,7.3,99.0,1.0,24.0,1.0,energetic,82.0
7.4,0.42,78.0,66.0,4.1,211.0,1.0,17.0,0.0,calm,74.0
39.5,1.0,88.0,67.0,7.6,148.0,1.0,64.0,0.0,energetic,100.0
14.5,0.72,77.0,64.0,7.9,51.0,1.0,77.0,1.0,energetic,90.0
14.1,0.74,69.0,57.0,5.9,78.0,1.0,90.0,1.0,energetic,85.0
11.8,0.65,78.0,56.0,5.2,109.0,0.0,89.0,0.0,calm,83.0
12.1,0.85,46.0,46.0,6.3,224.0,1.0,37.0,0.0,calm,77.0
30.3,0.76,52.0,50.0,8.6,116.0,0.0,37.0,0.0,calm,86.0
32.4,0.78,92.0,76.0,6.1,214.0,0.0,13.0,1.0,calm,100.0
16.6,0.67,95.0,51.0,7.1,296.0,1.0,63.0,1.0,energetic,94.0
38.1,0.96,46.0,55.0,7.8,169.0,1.0,65.0,0.0,calm,99.0
13.7,0.65,49.0,45.0,9.3,37.0,0.0,65.0,0.0,energetic,69.0
38.7,0.87,40.0,59.0,5.6,213.0,0.0,14.0,0.0,energetic,95.0
7.2,0.09204523251760677,89.0,58.0,4.3,247.0,0.0,71.0,0.0,calm,77.0
39.7,0.73,54.0,56.0,,254.0,1.0,31.0,0.0,calm,100.0
23.2,0.69,90.0,62.0,6.5,198.0,0.0,71.0,0.0,energetic,100.0
25.0,0.71,63.0,41.0,6.7,216.0,0.0,21.0,0.0,calm,83.0
13.3,0.69,65.0,59.0,9.1,178.0,1.0,35.0,0.0,calm,78.0
16.5,0.87,89.0,58.0,9.3,35.0,0.0,49.0,1.0,calm,95.0
30.8,0.94,60.0,68.0,8.6,194.0,1.0,9.0,0.0,energetic,97.0
25.0,0.76,52.0,47.0,5.3,279.0,1.0,33.0,1.0,energetic,85.0
10.1,0.72,61.0,42.0,5.4,221.0,1.0,38.0,0.0,calm,71.0
12.9,0.6,79.0,54.0,6.2,297.0,1.0,33.0,1.0,energetic,81.0
5.1,0.39,74.0,68.0,5.0,296.0,0.0,75.0,0.0,energetic,66.0
23.4,0.67,59.0,59.0,4.7,272.0,1.0,53.0,1.0,calm,81.0
8.9,0.64,49.0,35.0,9.6,156.0,0.0,23.0,1.0,energetic,59.0
16.6,0.61,77.0,49.0,5.9,55.0,1.0,41.0,1.0,calm,88.0
34.0,0.73,48.0,61.0,5.6,32.0,0.0,44.0,0.0,energetic,93.0
18.1,0.82,68.0,53.0,7.2,32.0,1.0,28.0,1.0,calm,85.0
14.2,0.74,64.0,69.0,7.0,36.0,1.0,12.0,0.0,calm,87.0
15.8,0.62,68.0,54.0,7.5,106.0,0.0,48.0,1.0,calm,84.0
8.8,0.59,67.0,49.0,9.3,86.0,0.0,40.0,1.0,energetic,73.0
13.3,0.54,63.0,66.0,6.7,198.0,0.0,73.0,0.0,energetic,75.0
28.4,0.74,82.0,63.0,8.5,232.0,1.0,39.0,1.0,calm,96.0
7.4,0.45,83.0,63.0,9.6,113.0,1.0,70.0,0.0,calm,77.0
14.5,0.8,88.0,71.0,8.4,48.0,1.0,42.0,0.0,energetic,98.0
5.4,0.68,67.0,56.0,4.2,55.0,1.0,80.0,0.0,calm,73.0
10.6,,43.0,62.0,4.1,93.0,1.0,32.0,1.0,calm,66.0
6.6,0.55,55.0,46.0,6.9,245.0,0.0,27.0,0.0,calm,58.0
28.0,0.89,74.0,55.0,9.8,267.0,1.0,15.0,0.0,energetic,98.0
20.0,0.77,77.0,46.0,5.5,124.0,1.0,58.0,1.0,calm,93.0
25.7,0.73,53.0,53.0,9.6,214.0,1.0,12.0,1.0,calm,83.0
37.6,0.92,83.0,49.0,6.0,,1.0,43.0,0.0,energetic,100.0
26.4,0.9,83.0,61.0,4.9,107.0,1.0,33.0,0.0,calm,99.0
17.3,0.64,63.0,42.0,4.4,93.0,1.0,42.0,1.0,energetic,83.0
13.2,0.62,65.0,41.0,5.7,84.0,1.0,85.0,1.0,calm,75.0
15.0,0.53,67.0,61.0,7.5,247.0,1.0,88.0,0.0,calm,80.0
30.5,0.91,84.0,64.0,5.5,90.0,0.0,85.0,0.0,energetic,100.0
22.8,0.85,64.0,46.0,8.2,168.0,1.0,35.0,0.0,energetic,87.0
22.8,0.73,62.0,57.0,9.9,115.0,1.0,70.0,0.0,calm,83.0
18.1,0.61,62.0,39.0,5.1,83.0,0.0,27.0,1.0,calm,78.0
10.5,0.53,60.0,38.0,7.5,128.0,0.0,72.0,1.0,energetic,64.0
9.9,0.54,63.0,48.0,6.9,255.0,0.0,48.0,0.0,energetic,62.0
30.9,0.83,49.0,53.0,9.9,111.0,0.0,77.0,1.0,calm,90.0
10.2,0.57,51.0,58.0,5.5,195.0,0.0,76.0,0.0,energetic,74.0
,0.85,90.0,2.091202030650564,5.7,192.0,1.0,16.0,0.0,energetic,100.0
31.8,0.83,54.0,49.0,5.1,-193.49898185831847,1.0,86.0,1.0,energetic,90.0
13.0,0.61,50.0,56.0,7.7,182.0,1.0,54.0,1.0,energetic,73.0
18.6,0.8,76.0,52.0,8.9,167.0,0.0,30.0,1.0,calm,90.0
21.7,0.79,75.0,59.0,4.7,227.0,0.0,67.0,0.0,calm,86.0
14.0,0.55,81.0,65.0,7.0,287.0,0.0,78.0,0.0,calm,83.0
19.3,0.69,92.0,62.0,16.045968454631243,198.0,1.0,17.0,1.0,calm,94.0
8.4,0.53,89.0,61.0,4.4,224.0,0.0,89.0,0.0,energetic,76.0
31.4,0.88,95.0,58.0,6.8,113.0,1.0,33.0,0.0,energetic,100.0
30.6,0.68,79.0,47.0,4.5,53.0,0.0,76.0,0.0,energetic,98.0
8.8,0.64,70.0,50.0,9.2,68.0,1.0,63.0,0.0,calm,76.0
22.6,0.67,45.0,58.0,5.4,46.0,1.0,5.0,0.0,calm,81.0
19.4,0.67,46.0,49.0,4.5,59.0,1.0,89.0,1.0,energetic,75.0
12.7,0.74,81.0,51.0,4.6,216.0,1.0,34.0,0.0,energetic,80.0
25.4,0.65,88.0,76.0,4.9,127.0,0.0,49.0,0.0,energetic,100.0
27.4,0.82,93.0,60.0,5.1,299.0,0.0,20.0,0.0,energetic,100.0
8.0,0.72,84.0,66.0,5.7,237.0,0.0,15.0,0.0,calm,82.0
21.6,0.7,56.0,65.0,9.1,242.0,1.0,14.0,0.0,calm,82.0
36.5,0.84,78.0,67.0,4.8,177.0,0.0,36.0,1.0,energetic,100.0
27.2,0.83,42.0,62.0,6.6,176.0,0.0,42.0,0.0,calm,91.0
12.2,0.53,68.0,65.0,7.9,31.0,0.0,22.0,1.0,energetic,79.0
21.6,0.7,47.0,61.0,5.4,66.0,1.0,45.0,1.0,energetic,78.0
16.1,0.64,76.0,49.0,8.1,145.0,0.0,89.0,1.0,energetic,78.0
37.4,0.9,86.0,47.0,7.2,54.0,0.0,51.0,1.0,energetic,100.0
11.3,0.38,40.0,49.0,8.7,253.0,0.0,23.0,0.0,calm,56.0
38.8,0.8,41.0,53.0,7.3,58.0,0.0,79.0,1.0,calm,97.0
39.4,0.96,88.0,62.0,9.1,135.0,0.0,9.0,0.0,calm,100.0
21.5,0.78,49.0,57.0,5.8,279.0,1.0,29.0,0.0,calm,83.0
27.7,0.8,82.0,52.0,7.4,296.0,1.0,67.0,0.0,energetic,98.0
17.1,0.73,56.0,42.0,8.3,200.0,0.0,40.0,0.0,calm,70.0
17.5,0.48,70.0,49.0,5.3,138.0,0.0,88.0,1.0,energetic,72.0
37.6,0.8,46.0,36.0,6.4,253.0,0.0,24.0,0.0,calm,91.0
23.5,0.96,54.0,62.0,6.7,266.0,0.0,43.0,0.0,energetic,88.0
11.7,0.64,58.0,63.0,7.3,193.0,0.0,47.0,1.0,energetic,76.0
36.6,0.92,64.0,65.0,9.2,165.0,1.0,74.0,0.0,calm,100.0
37.6,0.95,67.0,55.0,6.4,220.0,1.0,57.0,1.0,energetic,100.0
6.5,0.72,78.0,59.0,4.3,244.0,0.0,61.0,0.0,energetic,72.0
12.1,0.77,88.0,69.0,10.0,295.0,1.0,41.0,0.0,calm,84.0
27.5,1.3762133895890662,74.0,45.0,6.0,84.0,1.0,21.0,0.0,energetic,100.0
22.6,0.86,60.0,51.0,5.5,137.0,1.0,67.0,0.0,calm,94.0
27.0,0.74,57.0,50.0,5.7,156.0,1.0,14.0,1.0,calm,91.0
9.6,0.56,76.0,47.0,8.3,52.0,1.0,7.0,0.0,calm,78.0
40.0,0.88,82.0,73.0,7.4,241.0,1.0,28.0,0.0,calm,100.0
24.7,0.85,46.0,51.0,9.5,96.0,1.0,61.0,0.0,energetic,83.0
33.5,0.97,56.0,39.0,8.2,265.0,1.0,90.0,1.0,calm,93.0
10.0,0.67,77.0,67.0,7.8,230.0,0.0,51.0,0.0,calm,74.0
13.9,0.52,51.0,54.0,4.9,78.0,0.0,46.0,0.0,calm,73.0
32.6,0.62,40.0,45.0,9.2,161.0,1.0,61.0,1.0,energetic,85.0
17.9,0.61,68.0,60.0,14.654163671630588,267.0,0.0,72.0,0.0,energetic,78.0
25.3,0.74,67.0,51.0,8.5,139.0,0.0,67.0,1.0,calm,87.0
10.8,0.44,95.0,59.0,5.4,240.0,1.0,59.0,0.0,energetic,87.0
19.3,0.66,68.0,62.0,7.9,186.0,1.0,13.0,0.0,energetic,83.0
8.5,0.5,53.0,61.0,5.9,288.0,0.0,56.0,1.0,calm,58.0
38.9,0.97,61.0,58.0,7.9,98.0,1.0,33.0,1.0,calm,100.0
34.6,0.84,88.0,69.0,4.3,257.0,1.0,84.0,1.0,calm,100.0
8.0,0.69,88.0,71.0,4.3,70.0,0.0,46.0,0.0,energetic,83.0
25.9,0.66,82.0,54.0,5.6,228.0,0.0,36.0,0.0,calm,87.0
8.1,0.48,73.0,72.0,8.9,280.0,1.0,-77.5743877209854,,calm,73.0
34.7,0.73,91.0,49.0,6.1,127.0,0.0,25.0,0.0,calm,100.0
15.2,0.57,157.77866641502055,72.0,5.6,253.0,0.0,84.0,0.0,energetic,77.0
23.5,0.65,62.0,42.0,4.5,144.0,0.0,85.0,0.0,energetic,79.0
11.1,0.64,58.0,45.0,10.0,109.0,1.0,47.0,0.0,calm,73.0
39.7,0.89,54.0,62.0,5.2,54.0,1.0,37.0,1.0,calm,100.0
18.9,0.89,40.0,43.0,8.6,209.0,0.0,18.0,1.0,calm,71.0
12.2,0.65,62.0,44.0,6.3,269.0,0.0,85.0,0.0,calm,72.0
12.2,0.66,72.0,52.0,4.1,58.0,1.0,88.0,0.0,calm,82.0
38.3,0.96,89.0,54.0,7.1,266.0,0.0,75.0,0.0,calm,100.0
28.7,0.81,63.0,59.0,9.6,211.0,0.0,45.0,0.0,calm,92.0
38.5,0.86,94.0,50.0,5.5,197.0,0.0,63.0,1.0,energetic,100.0
7.0,0.59,49.0,48.0,4.2,144.0,1.0,25.0,1.0,calm,64.0
26.0,0.84,70.0,42.0,7.9,236.0,0.0,62.0,0.0,calm,88.0
36.5,0.94,92.0,60.0,5.5,76.0,1.0,83.0,1.0,calm,100.0
14.5,0.58,75.0,43.0,8.2,133.0,1.0,56.0,1.0,energetic,81.0
16.0,0.63,92.0,63.0,6.6,74.0,1.0,60.0,1.0,energetic,100.0
20.4,0.54,79.0,53.0,6.9,51.0,0.0,75.0,0.0,energetic,81.0
31.2,0.75,62.0,66.0,9.9,31.0,1.0,33.0,1.0,energetic,99.0
23.0,0.91,58.0,50.0,4.1,245.0,1.0,77.0,1.0,calm,85.0
23.8,0.58,52.0,63.0,6.7,59.0,0.0,18.0,0.0,calm,77.0
37.7,0.82,78.0,60.0,9.6,229.0,1.0,82.0,0.0,calm,100.0
18.1,0.72,69.0,56.0,9.1,43.0,0.0,54.0,0.0,calm,86.0
15.8,0.58,65.0,61.0,9.1,57.0,1.0,39.0,0.0,energetic,80.0
31.0,0.85,67.0,46.0,-3.312537550901169,127.0,0.0,79.0,0.0,energetic,94.0
35.4,0.93,72.0,51.0,4.9,97.0,1.0,40.0,1.0,energetic,100.0
39.7,0.92,53.0,40.0,-0.6466078708725451,108.0,1.0,77.0,0.0,calm,100.0
10.2,0.74,45.0,62.0,6.8,71.0,1.0,62.0,0.0,calm,77.0
15.4,0.5,43.0,50.0,4.6,79.0,1.0,81.0,0.0,energetic,67.0
8.3,0.59,76.0,46.0,9.3,,1.0,63.0,1.0,calm,79.0
17.9,0.62,62.0,64.0,7.8,62.0,1.0,37.0,0.0,energetic,84.0
19.9,0.52,75.0,47.0,5.8,236.0,1.0,15.0,0.0,calm,82.0
7.1,0.64,74.0,55.0,5.1,106.0,1.0,61.0,0.0,energetic,75.0
38.2,0.84,64.0,54.0,8.4,240.0,0.0,80.0,1.0,calm,100.0
24.8,0.78,59.0,56.0,9.0,55.0,0.0,57.0,0.0,calm,91.0
33.1,0.66,92.0,50.0,9.5,76.0,1.0,29.0,0.0,calm,100.0
29.9,0.76,81.0,62.0,9.5,259.0,0.0,38.0,1.0,energetic,95.0
14.9,0.58,70.0,52.0,5.2,173.0,1.0,39.0,0.0,calm,82.0
21.1,0.71,69.0,64.0,8.4,233.0,0.0,34.0,0.0,calm,80.0
25.9,0.77,60.0,59.0,7.8,209.0,1.0,29.0,1.0,calm,93.0
27.8,0.74,58.0,53.0,4.9,52.0,0.0,81.0,0.0,calm,92.0
26.4,0.79,66.0,40.0,7.8,209.0,1.0,73.0,0.0,energetic,84.0
21.8,0.58,75.0,49.0,9.9,280.0,1.0,50.0,0.0,energetic,80.0
18.7,0.8,92.0,74.0,5.9,243.0,0.0,75.0,1.0,calm,100.0
7.7,0.81,74.0,71.0,4.6,84.0,1.0,90.0,1.0,calm,85.0
28.4,0.93,53.0,38.0,4.7,269.0,1.0,47.0,0.0,energetic,90.0
9.6,0.5,43.0,33.0,9.4,90.0,0.0,84.0,0.0,energetic,56.0
16.1,0.52,53.0,49.0,4.6,212.0,0.0,20.0,0.0,calm,67.0
28.3,0.79,40.0,48.0,5.8,143.0,0.0,10.0,1.0,energetic,83.0
20.6,0.58,74.0,66.0,9.9,295.0,1.0,29.0,1.0,energetic,85.0
14.0,0.73,47.0,53.0,5.3,146.0,1.0,84.0,0.0,calm,78.0
11.1,0.66,68.0,61.0,6.2,84.0,0.0,28.0,0.0,energetic,79.0
19.3,0.76,67.0,68.0,9.0,117.0,0.0,73.0,0.0,energetic,89.0
20.8,0.68,74.0,43.0,8.9,105.0,1.0,74.0,0.0,calm,85.0
24.1,0.83,40.0,48.0,7.8,232.0,0.0,52.0,1.0,calm,75.0
5.1,0.63,83.0,65.0,9.4,86.0,0.0,7.0,1.0,energetic,73.0
23.5,0.65,77.0,45.0,8.2,129.0,1.0,15.0,0.0,calm,89.0
9.5,0.58,61.0,64.0,6.7,110.0,1.0,49.0,0.0,calm,76.0
11.5,0.68,40.0,39.0,9.8,41.0,0.0,87.0,0.0,calm,66.0
20.1,0.71,81.0,63.0,9.6,99.0,1.0,32.0,0.0,calm,93.0
6.7,0.51,75.0,53.0,6.4,35.0,1.0,28.0,1.0,calm,79.0
20.6,0.52,46.0,47.0,9.1,220.0,1.0,11.0,1.0,energetic,68.0
27.8,0.89,55.0,37.0,9.6,280.0,1.0,40.0,1.0,calm,82.0
24.2,0.57,85.0,61.0,9.2,158.0,1.0,43.0,0.0,calm,92.0
7.7,0.69,85.0,73.0,7.6,296.0,0.0,68.0,0.0,calm,84.0
12.0,0.66,64.0,60.0,7.8,290.0,1.0,8.0,1.0,calm,74.0
35.7,0.82,74.0,49.0,4.4,124.0,0.0,54.0,0.0,energetic,97.0
21.8,0.59,52.0,42.0,4.4,184.0,0.0,6.0,0.0,energetic,73.0
23.7,0.91,56.0,46.0,9.2,143.0,1.0,43.0,0.0,energetic,83.0
28.0,0.87,90.0,75.0,4.7,58.0,0.0,76.0,1.0,calm,100.0
32.3,0.8,93.0,74.0,8.9,200.0,1.0,38.0,0.0,calm,100.0
34.0,0.98,56.0,45.0,8.0,191.0,1.0,59.0,0.0,calm,95.0
6.7,0.66,71.0,53.0,8.9,40.0,0.0,46.0,1.0,calm,82.0
27.3,0.8,60.0,51.0,5.2,235.0,0.0,66.0,0.0,calm,89.0
21.7,0.71,86.0,49.0,6.0,298.0,1.0,70.0,1.0,energetic,91.0
20.8,0.91,51.0,61.0,9.9,190.0,0.0,44.0,0.0,calm,85.0
8.4,0.65,68.0,50.0,9.9,186.0,0.0,20.0,0.0,energetic,69.0
28.4,0.87,47.0,53.0,8.5,277.0,0.0,40.0,0.0,calm,85.0
36.3,0.87,61.0,59.0,9.8,98.0,1.0,22.0,0.0,calm,100.0
22.5,0.74,93.0,64.0,5.2,217.0,1.0,74.0,1.0,calm,100.0
16.1,0.64,89.0,55.0,4.1,70.0,1.0,15.0,0.0,calm,89.0
20.2,0.6,84.0,67.0,5.5,142.0,1.0,81.0,0.0,energetic,91.0
7.5,0.56,47.0,63.0,9.8,177.0,1.0,86.0,1.0,calm,65.0
20.7,0.78,61.0,42.0,8.7,147.0,1.0,81.0,,calm,88.0
8.3,0.67,58.0,67.0,5.0,109.0,1.0,41.0,1.0,calm,70.0
13.5,0.62,83.0,53.0,7.7,193.0,1.0,74.0,0.0,calm,84.0
11.3,0.52,57.0,40.0,6.3,101.0,1.0,66.0,0.0,energetic,68.0
37.8,0.76,,45.0,6.4,62.0,0.0,15.0,1.0,energetic,94.0
37.6,0.92,83.0,63.0,7.8,66.0,1.0,57.0,1.0,calm,100.0
35.2,0.78,40.0,38.0,5.4,89.0,1.0,15.0,0.0,calm,86.0
8.0,0.48,56.0,54.0,9.4,145.0,1.0,58.0,0.0,energetic,64.0
35.7,0.98,70.0,44.0,6.4,214.0,1.0,42.0,0.0,calm,100.0
18.9,0.8,60.0,53.0,7.3,126.0,1.0,36.0,1.0,energetic,83.0
14.2,0.78,57.0,44.0,4.6,206.0,1.0,30.0,0.0,calm,78.0
15.7,0.64,46.0,45.0,5.4,214.0,1.0,33.0,0.0,energetic,70.0
5.4,0.51,59.0,57.0,9.1,185.0,1.0,10.0,1.0,calm,66.0
18.8,0.85,82.0,73.0,9.7,209.0,1.0,55.0,0.0,energetic,92.0
8.7,0.57,69.0,51.0,8.7,81.0,0.0,85.0,0.0,energetic,75.0
24.6,0.76,55.0,62.0,9.3,174.0,1.0,34.0,0.0,energetic,87.0
22.4,0.93,64.0,45.0,7.8,200.0,0.0,82.0,0.0,calm,88.0
28.5,0.7,48.0,37.0,6.3,127.0,1.0,46.0,1.0,calm,83.0
40.0,0.93,85.0,50.0,8.2,137.0,1.0,10.0,1.0,calm,100.0
38.8,0.76,92.0,57.0,4.2,55.0,1.0,74.0,0.0,energetic,100.0
31.8,0.8,63.0,45.0,4.9,78.0,1.0,35.0,1.0,calm,93.0
9.1,0.66,69.0,46.0,8.4,235.0,0.0,58.0,1.0,energetic,73.0
8.3,0.39,71.0,51.0,5.2,171.0,0.0,50.0,0.0,calm,72.0
38.0,0.82,72.0,66.0,8.8,73.0,1.0,25.0,0.0,calm,100.0
31.9,0.78,90.0,61.0,5.6,184.0,0.0,29.0,0.0,calm,100.0
22.6,0.76,52.0,44.0,5.0,281.0,0.0,13.0,0.0,energetic,76.0
16.5,0.63,75.0,61.0,5.1,286.0,0.0,58.0,0.0,energetic,83.0
22.3,0.68,92.0,56.0,6.5,290.0,1.0,,0.0,energetic,89.0
17.6,0.66,87.0,70.0,7.3,248.0,1.0,43.0,0.0,energetic,90.0
23.2,0.53,50.0,53.0,8.4,49.0,1.0,36.0,0.0,energetic,73.0
10.1,0.59,41.0,62.0,9.4,96.0,0.0,73.0,0.0,energetic,65.0
29.7,0.78,80.0,46.0,7.3,110.0,1.0,24.0,0.0,calm,97.0
8.0,0.59,77.0,52.0,9.8,65.0,1.0,9.0,0.0,calm,77.0
14.3,0.62,55.0,44.0,,92.0,0.0,81.0,0.0,energetic,69.0
20.9,0.72,78.0,49.0,4.6,285.0,1.0,70.0,0.0,energetic,88.0
14.1,0.41,68.0,42.0,6.8,129.0,0.0,17.0,0.0,energetic,74.0
39.3,0.9,46.0,46.0,9.5,64.0,1.0,11.0,0.0,energetic,96.0
10.3,0.62,90.0,73.0,7.6,244.0,0.0,29.0,1.0,energetic,84.0
5.9,0.56,42.0,51.0,4.5,251.0,0.0,34.0,0.0,energetic,51.0
33.4,0.91,74.0,47.0,7.7,205.0,0.0,81.0,0.0,energetic,100.0
12.4,0.46,41.0,33.0,4.6,73.0,1.0,62.0,1.0,calm,63.0
22.0,0.79,85.0,66.0,4.1,202.0,1.0,56.0,0.0,energetic,95.0
7.5,0.74,58.0,49.0,5.9,83.0,0.0,14.0,1.0,energetic,70.0
21.5,0.58,88.0,66.0,7.3,78.0,0.0,53.0,0.0,energetic,94.0
13.8,0.6,60.0,54.0,9.6,63.0,0.0,42.0,1.0,energetic,70.0
8.9,0.66,78.0,61.0,6.0,233.0,1.0,19.0,0.0,energetic,80.0
39.7,1.0,79.0,53.0,7.4,226.0,1.0,48.0,0.0,calm,100.0
5.4,0.65,82.0,51.0,8.2,87.0,1.0,73.0,0.0,calm,77.0
22.2,0.69,66.0,42.0,6.5,173.0,1.0,30.0,0.0,energetic,85.0
9.5,0.61,50.0,51.0,6.9,98.0,0.0,77.0,0.0,energetic,66.0
8.9,,93.0,-1.5815182351874384,9.0,56.0,0.0,81.0,1.0,energetic,86.0
22.1,0.85,61.0,55.0,6.4,299.0,1.0,54.0,0.0,energetic,88.0
8.1,0.47,86.0,58.0,7.0,73.0,0.0,30.0,0.0,energetic,77.0
12.6,0.72,53.0,63.0,5.8,274.0,0.0,68.0,1.0,calm,71.0
21.1,0.78,68.0,42.0,9.4,190.0,1.0,45.0,1.0,energetic,78.0
5.1,0.39,86.0,50.0,9.2,123.0,0.0,50.0,0.0,energetic,67.0
5.2,0.66,77.0,45.0,4.9,270.0,1.0,57.0,1.0,energetic,71.0
22.5,0.78,83.0,46.0,4.7,211.0,0.0,13.0,1.0,energetic,94.0
25.5,0.61,64.0,53.0,9.0,126.0,1.0,61.0,0.0,energetic,88.0
12.2,0.71,83.0,67.0,7.1,177.0,1.0,14.0,1.0,calm,89.0
22.9,0.83,63.0,64.0,4.9,216.0,0.0,29.0,1.0,calm,88.0
35.3,0.93,49.0,61.0,4.7,290.0,0.0,82.0,0.0,energetic,94.0
7.1,0.53,76.0,52.0,6.6,173.0,1.0,53.0,0.0,calm,80.0
36.1,0.82,92.0,53.0,8.4,33.0,1.0,56.0,1.0,energetic,100.0
21.3,0.85,72.0,65.0,5.7,232.0,1.0,58.0,1.0,energetic,90.0
7.4,0.48,-25.32895950808357,63.0,4.3,183.0,1.0,88.0,0.0,energetic,58.0
31.1,0.82,57.0,63.0,6.3,187.0,0.0,24.0,0.0,calm,97.0
34.4,0.79,44.0,44.0,6.4,153.0,0.0,75.0,1.0,calm,89.0
34.7,0.87,79.0,61.0,8.6,231.0,1.0,6.0,1.0,energetic,100.0
29.7,0.76,56.0,59.0,4.0,239.0,0.0,20.0,0.0,calm,88.0
12.8,0.77,66.0,63.0,6.2,105.0,0.0,84.0,0.0,energetic,82.0
40.0,0.78,49.0,45.0,4.0,229.0,0.0,88.0,0.0,calm,88.0
8.6,0.6,41.0,53.0,8.5,71.0,0.0,43.0,0.0,calm,61.0
24.9,0.6,40.0,51.0,7.5,177.0,0.0,63.0,0.0,energetic,77.0
11.7,0.64,50.0,35.0,6.9,286.0,1.0,41.0,0.0,calm,66.0
27.5,0.68,75.0,59.0,6.0,293.0,1.0,41.0,0.0,energetic,95.0
25.2,0.7,72.0,47.0,10.0,79.0,1.0,88.0,1.0,calm,88.0
37.5,0.89,79.0,44.0,9.6,104.0,1.0,5.0,0.0,calm,100.0
11.7,0.41,87.0,52.0,9.1,113.0,0.0,19.0,0.0,calm,76.0
16.1,0.64,64.0,60.0,6.6,224.0,0.0,88.0,1.0,calm,81.0
23.2,0.85,80.0,63.0,7.5,234.0,0.0,86.0,0.0,calm,94.0
14.3,0.7,56.0,43.0,8.5,218.0,0.0,63.0,0.0,energetic,72.0
,0.65,63.0,39.0,5.8,40.0,0.0,8.0,0.0,calm,81.0
8.9,0.69,43.0,48.0,5.9,63.0,0.0,57.0,0.0,energetic,65.0
36.3,0.92,84.0,73.0,4.5,210.0,1.0,48.0,0.0,energetic,100.0
36.1,0.69,44.0,46.0,7.9,35.0,0.0,82.0,0.0,calm,91.0
39.1,1.0,66.0,55.0,7.2,237.0,1.0,32.0,1.0,energetic,100.0
26.3,0.88,71.0,71.0,9.8,44.0,0.0,27.0,0.0,calm,100.0
9.4,0.51,92.0,62.0,8.8,139.0,1.0,45.0,1.0,energetic,84.0
11.3,0.6,65.0,52.0,6.7,135.0,0.0,52.0,1.0,calm,76.0
38.3,0.97,91.0,71.0,5.6,265.0,0.0,87.0,0.0,calm,100.0
21.3,0.76,85.0,51.0,5.0,166.0,1.0,49.0,0.0,energetic,93.0
40.0,0.98,68.0,69.0,8.7,46.0,1.0,51.0,0.0,energetic,100.0
28.3,0.75,60.0,49.0,6.6,72.0,1.0,86.0,0.0,,92.0
35.5,0.71,62.0,61.0,7.9,112.0,1.0,9.0,1.0,energetic,96.0
11.1,0.67,76.0,72.0,8.9,101.0,0.0,27.0,1.0,calm,83.0
14.4,0.79,95.0,70.0,6.8,274.0,1.0,70.0,1.0,calm,100.0
14.3,0.51,48.0,62.0,6.3,224.0,0.0,52.0,0.0,energetic,66.0
23.5,0.73,57.0,39.0,6.7,260.0,0.0,25.0,0.0,calm,76.0
39.0,0.77,70.0,54.0,9.1,167.0,1.0,84.0,0.0,energetic,100.0
11.8,0.44,60.0,43.0,4.2,206.0,0.0,78.0,1.0,energetic,63.0
30.2,0.9,90.0,66.0,9.5,256.0,1.0,24.0,0.0,energetic,100.0
33.9,1.0,53.0,65.0,5.3,125.0,0.0,19.0,0.0,energetic,98.0
9.5,0.62,80.0,74.0,6.3,152.0,1.0,47.0,0.0,calm,85.0
9.7,0.61,87.0,48.0,-1.613354845062207,76.0,1.0,72.0,0.0,energetic,78.0
35.1,0.78,64.0,55.0,4.1,85.0,0.0,16.0,1.0,calm,100.0
11.9,0.61,67.0,42.0,4.6,47.0,0.0,83.0,1.0,energetic,74.0
26.0,0.85,53.0,50.0,4.3,261.0,1.0,10.0,1.0,energetic,82.0
